Id,IdCatalog,GroupCode,Code,Description,IsActive,Name,Version
63,,PAIS,,,1,Djibouti,0
64,,PAIS,56,,1,Dominica,0
65,,PAIS,57,,1,Dubai,0
66,,PAIS,1,,1,Ecuador,0
67,,PAIS,58,,1,Egipto,0
68,,PAIS,59,,1,El Salvador,0
69,,PAIS,,,1,El Vaticano,0
70,,PAIS,60,,1,Emiratos Árabes Unidos,0
71,,PAIS,61,,1,Eritrea,0
72,,PAIS,62,,1,Escocia,0
73,,PAIS,63,,1,Eslovaquia,0
74,,PAIS,64,,1,Eslovenia,0
75,,PAIS,65,,1,España,0
76,,PAIS,,,1,Estado De Palestina,0
77,,PAIS,66,,1,Estados Unidos De América,0
78,,PAIS,67,,1,Estonia,0
79,,PAIS,68,,1,Etiopía,0
80,,PAIS,69,,1,Filipinas,0
81,,PAIS,70,,1,Finlandia,0
82,,PAIS,71,,1,Fiyi,0
83,,PAIS,72,,1,Francia,0
84,,PAIS,73,,1,Gabón,0
85,,PAIS,74,,1,Gambia,0
86,,PAIS,75,,1,Georgia,0
87,,PAIS,,,1,Georgia Del Sur Y Las Islas Sándwich Del Sur,0
88,,PAIS,76,,1,Ghana,0
89,,PAIS,,,1,Gibraltar,0
90,,PAIS,77,,1,Granada,0
91,,PAIS,78,,1,Grecia,0
92,,PAIS,,,1,Groenlandia,0
93,,PAIS,,,1,Guadalupe,0
94,,PAIS,79,,1,Guam,0
95,,PAIS,80,,1,Guatemala,0
96,,PAIS,81,,1,Guayana Francesa,0
97,,PAIS,,,1,Guernsey,0
98,,PAIS,82,,1,Guinea,0
99,,PAIS,84,,1,Guinea-Bissau,0
100,,PAIS,83,,1,Guinea Ecuatorial,0
101,,PAIS,85,,1,Guyana,0
102,,PAIS,86,,1,Haití,0
103,,PAIS,87,,1,Herzegovina,0
104,,PAIS,88,,1,Holanda,0
105,,PAIS,89,,1,Honduras,0
106,,PAIS,90,,1,Hong Kong,0
107,,PAIS,91,,1,Hungría,0
108,,PAIS,92,,1,India,0
109,,PAIS,93,,1,Indonesia,0
110,,PAIS,94,,1,Irak,0
111,,PAIS,95,,1,Irán,0
112,,PAIS,96,,1,Irlanda,0
113,,PAIS,,,1,Isla Bouvet,0
114,,PAIS,,,1,Isla De Man,0
115,,PAIS,,,1,Isla De Navidad,0
116,,PAIS,97,,1,Islandia,0
117,,PAIS,,,1,Isla Norfolk,0
118,,PAIS,,,1,Islas Åland,0
119,,PAIS,98,,1,Islas Caimán,0
120,,PAIS,,,1,Islas Cocos,0
121,,PAIS,,,1,Islas Cook,0
122,,PAIS,,,1,Islas Feroe,0
123,,PAIS,,,1,Islas Malvinas (Falkland),0
